CNPJ_FUNDO,SIT,DT_REG,TAXA_ADM,VL_PATRIM_LIQ,cnpj,uf,razao_social,sigla,nome
23700564000132,EM FUNCIONAMENTO NORMAL,2016-12-13,null,513510.04,23700564000132,SP,LUNA FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA,SP,São Paulo
45019108000164,EM FUNCIONAMENTO NORMAL,2022-03-23,null,13428907.32,45019108000164,SP,UJAY SPARTA CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS FIDC NP,SP,São Paulo
39976918000106,EM FUNCIONAMENTO NORMAL,2021-01-07,null,44560823.69,39976918000106,SP,OCA FUNDO DE INVESTIMENTO EM PARTICIPACOES EM EMPRESAS EMERGENTES,SP,São Paulo
14167491000174,EM FUNCIONAMENTO NORMAL,2012-05-11,0.02,1400771899.08,14167491000174,SP,BNP PARIBAS MASTER CASH DI REFERENCIADO CLASSE DE INVESTIMENTO RENDA FIXA - RESP LIMITADA,SP,São Paulo
09194841000151,EM FUNCIONAMENTO NORMAL,2007-11-30,null,180332926.72,09194841000151,SP,ATLANTICO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,SP,São Paulo
33361873000189,EM FUNCIONAMENTO NORMAL,2019-06-18,0.07,65628655.68,33361873000189,SP,BLACKROCK GLOBAL EVENT DRIVEN MASTER CLASSE DE INVESTIMENTO MULTIMERCADO RESPONSABILIDADE LIMITADA,SP,São Paulo
28065477000174,EM FUNCIONAMENTO NORMAL,2019-08-02,null,360336152.72,28065477000174,SP,FUTURAMA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,SP,São Paulo
48373413000148,EM FUNCIONAMENTO NORMAL,2022-12-09,null,277602478.53,48373413000148,SP,CIX ITAPURANGA FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,SP,São Paulo
01356517000180,EM FUNCIONAMENTO NORMAL,1996-07-24,null,168781084.39,01356517000180,RJ,LAGRA-FUNDO DE INVESTIMENTO IMOBILIARIO,RJ,Rio de Janeiro
12834634000129,EM FUNCIONAMENTO NORMAL,2010-10-18,null,372240.51,12834634000129,SP,FUNDO DE INVESTIMENTO EM PARTICIPACOES BRASIL DE PRIVATE EQUITY III MULTIESTRATEGIA - EM LIQUIDACAO,SP,São Paulo
49176545000142,EM FUNCIONAMENTO NORMAL,2023-01-13,null,23446391.81,49176545000142,SP,RIVER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS RESPONSABILIDADE LIMITADA,SP,São Paulo
12239939000192,EM FUNCIONAMENTO NORMAL,2011-09-21,2.02,65587716.5,12239939000192,SP,BNP PARIBAS ACTION CLASSE DE INVESTIMENTO EM CLASSES DE INVESTIMENTO DE ACOES - RESP LIMITADA,SP,São Paulo
35819219000100,EM FUNCIONAMENTO NORMAL,2020-07-24,0.4,1055179864.6,35819219000100,SP,JIVE DISTRESSED III OFFSHORE FIC DE FIF MULTI CP RESPONSABILIDADE LIMITADA,SP,São Paulo
07766151000102,EM FUNCIONAMENTO NORMAL,2006-01-09,null,0,07766151000102,RJ,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS BCSUL VERAX MULTICRED FINANCEIRO,RJ,Rio de Janeiro
11769285000146,EM FUNCIONAMENTO NORMAL,2010-07-23,0.58,2663857309.05,11769285000146,SP,SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,SP,São Paulo
51339815000130,EM FUNCIONAMENTO NORMAL,2023-07-07,null,81792663.77,51339815000130,SP,AVT LOG FUNDO DE INVESTIMENTO EM PARTICIPACOES INFRAESTRUTURA,SP,São Paulo
24768711000179,EM FUNCIONAMENTO NORMAL,2016-05-18,null,83042735.61,24768711000179,RJ,OPUS MEDICAL - FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA INVESTIMENTO NO EXTERIOR,RJ,Rio de Janeiro
39784273000100,EM FUNCIONAMENTO NORMAL,2020-12-29,null,57316668.92,39784273000100,SP,GO PRO ENERGIA FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA,SP,São Paulo
44680424000110,EM FUNCIONAMENTO NORMAL,2022-01-21,null,51529049.21,44680424000110,SP,SANTA BARBARA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL- RESP LIMITADA,SP,São Paulo
43105440000116,EM FUNCIONAMENTO NORMAL,2021-08-25,null,5886041.3,43105440000116,SP,BNP PARIBAS SOBERANO II CIC DE CLASSE DE INVESTIMENTO RENDA FIXA SIMPLES - RESP LIMITADA,SP,São Paulo
48389780000130,EM FUNCIONAMENTO NORMAL,2022-12-11,null,239776833.04,48389780000130,SP,CIX MUIRAQUITAN FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,SP,São Paulo
22773421000198,EM FUNCIONAMENTO NORMAL,2016-03-31,0.15,654786059.36,22773421000198,SP,CLASSE UNICA DO WESTERN ASSET SOBERANO II RF REFERENCIADO SELIC FI FINANACEIRO - RESP LIMITADA,SP,São Paulo
12107669000166,EM FUNCIONAMENTO NORMAL,2012-06-01,0.02,2389479880.72,12107669000166,SP,BNP PARIBAS MASTER CREDITO SUSTENTAVEL IS CI RENDA FIXA CREDITO PRIVADO LONGO PRAZO - RESP LIMITADA,SP,São Paulo
12107422000140,EM FUNCIONAMENTO NORMAL,2011-09-06,0.8,192522690.85,12107422000140,SP,ZURICH BNPP RENDA FIXA CIC DE CLASSES DE INVESTIMENTO PREVIDENCIARIA - RESP LIMITADA,SP,São Paulo
21917293000146,EM FUNCIONAMENTO NORMAL,2015-03-10,null,1002975.4,21917293000146,SP,GAUDI FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA,SP,São Paulo
27531301000106,EM FUNCIONAMENTO NORMAL,2017-05-29,null,47309749.17,27531301000106,SP,QUANTHAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL - RESPONSABILIDADE LIMITADA,SP,São Paulo
50153414000129,EM FUNCIONAMENTO NORMAL,2023-03-30,null,34463836.5,50153414000129,SP,INVESTMACH FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - FIDC,SP,São Paulo
40140470000175,EM FUNCIONAMENTO NORMAL,2021-03-15,0.5,47323148.28,40140470000175,SP,BNP PARIBAS INFRA INSTITUCIONAL CI EM CLASSES DE INVESTIMENTO RF SUSTENTAVEL IS - RESP LIMITADA,SP,São Paulo
09087483000188,EM FUNCIONAMENTO NORMAL,2010-01-11,2,17207908.88,09087483000188,SP,WESTERN ASSET DIVIDEND YIELD FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES - RESPONSABILIDADE LIMITADA,SP,São Paulo
44570797000138,EM FUNCIONAMENTO NORMAL,2021-12-30,null,21583567.41,44570797000138,SP,VSG I FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA,SP,São Paulo
49974540000165,EM FUNCIONAMENTO NORMAL,2023-03-17,null,33982036.65,49974540000165,SP,HT3 II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADO,SP,São Paulo
16734970000150,EM FUNCIONAMENTO NORMAL,2012-08-23,null,110529787.77,16734970000150,SP,ICP - FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA INVESTIMENTO NO EXTERIOR,SP,São Paulo
16703203000184,EM FUNCIONAMENTO NORMAL,2013-01-16,0.75,26735208.25,16703203000184,SP,WESTERN ASSET PREV IBRX ALPHA ACOES FIC DE FUNDOS DE INVESTIMENTO FINANCEIRO RESP LIMITADA,SP,São Paulo
02918931000107,EM FUNCIONAMENTO NORMAL,2005-03-28,1.5,28564084.56,02918931000107,SP,BNP PARIBAS MAPFRE MAXI RENDA FIXA CIC DE CLASSES DE INVESTIMENTO PREVIDENCIARIA - RESP LIMITADA,SP,São Paulo
46628381000159,EM FUNCIONAMENTO NORMAL,2022-07-19,null,6774129.91,46628381000159,SP,KATLA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,SP,São Paulo
47033209000115,EM FUNCIONAMENTO NORMAL,2022-07-28,null,85876416.7,47033209000115,RJ,IPANEMA PREVIDENCIARIO FIF MULTIMERCADO CREDITO PRIVADO - RESPONSABILIDADE LIMITADA,RJ,Rio de Janeiro
42295379000154,EM FUNCIONAMENTO NORMAL,2021-08-16,null,156748030.64,42295379000154,MG,IG FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CREDITO PRIVADO RESPONSABILIDADE LIMITADA,MG,Minas Gerais
